Job Title,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,Longitude,Latitude,Salary
sales engineers,1 - 2 yrs,set| eee| interpersonal skills| selling| sales marketing| travel| marketing management| hardware,retail sales,chennai,"sales , retail , business development","it-software, software services",sales executive/officer,80.270186,13.0836939,3037
senior laravel developer,3 - 5 yrs,mysql| wordpress| javascript| flex| cms| php| html| json| joomla| ajax,programming & design,ahmedabad,"it software - application programming , maintenance","it-software, software services",software developer,72.5797068,23.0216238,4403
"medical scribe chandigarh mohali noida no fees, salary-26k to 48k",0 - 5 yrs,mbbs| b.sc| biotech| dermatology| rheumatology| ent| bds| medicine| pathology| immunology| medical transcription| radiology| genetics| bams| mds,drug regulatory affairs/documentation,"chandigarh,mohali,panchkula","medical , healthcare , r&d , pharmaceuticals , biotechnology","medical, healthcare, hospitals",documentation/medical writing,77.1212148,19.0759899,3506
hub-incharge bangalore,2 - 3 yrs,help desk| customer service| customer relationship| access controls| asset management| vendor management,logistics,bengaluru,purchase / logistics / supply chain,"recruitment, staffing",logistics manager,77.590082,12.9767936,6376
"qa - associate , - business - operations - dm",3 - 5 yrs,qa| data management| gdb| fixed income| data quality| http| operations| python,programming & design,mumbai,"it software - application programming , maintenance","advertising, pr, mr, event management",software developer,72.8773928,19.0759899,2065
staff nurse,2 - 5 yrs,nursing| nicu| medical | patient care| nurse,medical professional,gurgaon,"medical , healthcare , r&d , pharmaceuticals , biotechnology","recruitment, staffing",nurse,77.00270015,28.42826235,1624
back office executive|data entry operators|domestic bpo,0 - 3 yrs,back office processing| bpo| part time| data entry| computer operator| backend| non voice| chat process| account| marketing| inbound process,other,"mumbai,pune","ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",fresher,72.840292,18.9560691,4066
sr equity advisor - 5 nos,6 - 11 yrs,shares| market research| communication skills,investment banking,ahmedabad,"financial services , banking , investments , insurance","banking, financial services, broking",equity manager,72.5797068,23.0216238,3655
data scientist - sql/nosql,2 - 6 yrs,sql| nosql| r| python| scala| data visualization| machine learning| data science| data modeling| algorithm,analytics & bi,mumbai,analytics & business intelligence,"it-software, software services",data analyst,72.8773928,19.0759899,6276
hiring for day shift non voice sal. up to 24k,0 - 4 yrs,international bpo| it helpdesk| freshers| customer care| international voice| call center| customer support| technical helpdesk| service desk| bpo fresher| uk| us| communication skills,voice,gurgaon,"ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",associate/senior associate -(nontechnical),77.00270015,28.42826235,6458
business development manager,vide,vide,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,11.0480288,46.3144754,5477
react.js developer,1 - 3 yrs,jquery| mysql| struts| javascript| database| jsf,programming & design,pune,"it software - application programming , maintenance","recruitment, staffing",software developer,73.8544541,18.521428,1637
requirement in private bank for bde,0 - 2 yrs,business development| sales| bde| new business| business analyst| business development manager| business development executive| senior business analyst| sales manager| banker| private banker| sales officer,accounts,"delhi ncr,gurgaon,noida","accounts , finance , tax , company secretary , audit","banking, financial services, broking",accounts executive/accountant,77.1212148,19.0759899,3331
physics- tgt,2 - 5 yrs,counselor| mentor| trainer| advisor| teaching,subject teachers (tgt/pgt),delhi,"teaching , education , training , counselling","education, teaching, training",physics teacher,77.2219388,28.6517178,5805
technical sales executive -mumbai,2 - 7 yrs,sales engineer| technical sales| sales executive activities,programming & design,mumbai,other,"construction, engineering, cement, metals",other,72.8773928,19.0759899,2750
urgent opening - hp-ux administrator,3 - 8 yrs,unix,admin/maintenance/security/datawarehousing,delhi ncr,"it software - application programming , maintenance","it-software, software services",system administrator,77.1212148,28.6882438,5404
support executive,1 - 3 yrs,interpersonal skills| direct marketing| it hardware| management| support executive,sales support,mumbai,"sales , retail , business development","it-software, software services",telesales/telemarketing executive/officer,72.8773928,19.0759899,4775
j. stores - manager,2 - 4 yrs,analytical skills| technical| educational qualification| stores| management| forecasting| electricals| inventory| cables| organization skills,hr/ recruitment / ir,pune,"hr , recruitment , administration , ir","oil and gas, energy, power, infrastructure",training manager,73.8544541,18.521428,2509
product manager,5 - 7 yrs,product management| product pricing| sales| market research| user experience| marketting| asm| tsm| sales manager,marketing,bengaluru,"marketing , advertising , mr , pr , media planning","banking, financial services, broking",product/brand manager,77.590082,12.9767936,2282
business development manager,vide,vide,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,11.0480288,46.3144754,5421
draughtsman,5 - 10 yrs,autocad| costing| draughtsman| civil| 3d,architectural services,mumbai,"architecture , interior design","recruitment, staffing",draughtsman,72.8773928,19.0759899,5829
senior java tech lead - spring boot/ data structure,5 - 10 yrs,java| soa| tdd| saas| j2ee| spring boot| api| algorithm| data structure,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",team lead/technical lead,77.590082,12.9767936,5901
bcom (hiring for top4) internal audit /compliance call vikas,2 - 7 yrs,mba finance| auditing| internal audit| sox| audit compliance| compliance,accounts,"delhi ncr,gurgaon","accounts , finance , tax , company secretary , audit","accounting, finance",accounts executive/accountant,77.10436033,28.42208445,3807
etl datastage developer,10 - 15 yrs,technical management| agile methodology| unit testing| design development| business analytics| big data| sql queries| spark| performance tuning| test case design,programming & design,hyderabad,"it software - dba , datawarehousing","it-software, software services",software developer,78.4740613,17.360589,2302
technical lead,6 - 11 yrs,css| html5| mysql| javascript| bootstrap| json| node.js| jquery| core php| ajax,programming & design,bengaluru,it software - system programming,"it-software, software services",team lead/technical lead,77.590082,12.9767936,5467
specialist - dv,4 - 8 yrs,javascript| sql| python| design studio| strategy consulting| front end| big data analytics| qlikview| matlab,programming & design,bengaluru,"it software - application programming , maintenance","accounting, finance",software developer,77.590082,12.9767936,6808
"office assistant, office boy",0 - 2 yrs,tea| coffee| office assistance| admin| office assistant| computer operator,programming & design,mumbai,other,"courier, transportation, freight , warehousing",other,72.8773928,19.0759899,5312
mes camster/apriso/hydra engineer,2 - 6 yrs,oracle database| server| vb.net| technical| tools| sql| sql server 2008| database| design| ms.net| application development| test cases| net| deployment| automation| development| c| oracle| testing| specification| vb| quality| application| plsql| pl| support| wip,programming & design,mumbai,"it software - application programming , maintenance","it-software, software services",software developer,72.8773928,19.0759899,3187
hr pmo professional,6 - 9 yrs,change management| excel| customer satisfaction| project management| relationship building| hr policies| hr| scheduling| visio| stakeholder management,project management,pune,it software - other,"it-software, software services",project manager-it/software,73.8544541,18.521428,6556
principal consultant,0 - 4 yrs,business solutions| project delivery| conceptualization| green field projects| gap analysis| pdf| regulatory compliance| account mining| delivery lead| oracle retail,system design/implementation/erp/crm,hyderabad,"it software - application programming , maintenance","it-software, software services",functional outside consultant,78.4740613,17.360589,2833
urgent requirment for central processing center- mumbai,1 - 6 yrs,accounting entries| debit| communication skills| finance| document verification| banking| problem solving| open office| dispute management,programming & design,mumbai,other,"banking, financial services, broking",other,72.8773928,19.0759899,4855
cognos tm1 developer (4 6 years),6 - 11 yrs,sql server 2008| cognos| mvc| side| server| java| asp.net| javascript| problem| developer| asp.net mvc| sql,programming & design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,77.590082,12.9767936,3584
smart web developer,1 - 5 yrs,java| java| business analysts| development| architects| html| lead developers| sql| xml| design| php| ios development| pl,programming & design,delhi,"it software - application programming , maintenance","it-software, software services",software developer,77.2219388,28.6517178,3400
manager- compensation and benefits,10 - 15 yrs,vide,hr/ recruitment / ir,mumbai,"hr , recruitment , administration , ir","media, entertainment, internet",pay roll/compensation manager,72.8773928,19.0759899,1617
civil architect,5 - 10 yrs,architect| engineering design| epc| civil,architectural services,mumbai,"architecture , interior design","strategy, management consulting firms",architect,72.8773928,19.0759899,4164
reconciliation executive,0 - 2 yrs,access controls| technology| asset management| intellectual property| vendor management| crm,voice,mumbai,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),72.8773928,19.0759899,5777
oracle sales cloud developer,3 - 8 yrs,oracle sales,programming & design,pune,"it software - application programming , maintenance","it-software, software services",software developer,73.8544541,18.521428,4016
opening for sales and marketing_nariman point,2 - 7 yrs,sales| marketing,retail sales,"mumbai,mumbai suburbs","sales , retail , business development","banking, financial services, broking",area sales manager,72.9249,19.0637885,3170
finance & ops - technical consultant (dynamics ax/365) @ bangalore,2 - 7 yrs,microsoft dynamics ax| strategy implementation| proposal development| business development| resource planning| cost management| enterprise applications| data integrity| microsoft applications| process design| technical consultant,system design/implementation/erp/crm,bengaluru,"it software - application programming , maintenance","it-software, software services",erp consultant,77.590082,12.9767936,4922
business development manager-digital / export,5 - 8 yrs,digital marketing| international sales| international marketing| international business development| business development| export marketing,institutional sales,noida,"sales , retail , business development","internet, ecommerce",sales/business development manager,77.3271074,28.5707841,5866
sr. software engineer,4 - 9 yrs,unix| pdf| deployment| informatica| oracle| teradata| troubleshooting| data warehousing,programming & design,hyderabad,"it software - application programming , maintenance","it-software, software services",software developer,78.4740613,17.360589,1515
website designer,0 - 2 yrs,jquery| analytical| wordpress| conceptualization| web designing| photoshop| business executive| css3| ideas,creative,gurgaon,"design , creative , user experience","it-software, software services",web designer,77.00270015,28.42826235,1946
tech caller hiring a huge number of executives.,2 - 5 yrs,outbound| night shift| recruitment| iphone| email| us shift| troubleshooting| technical support| comp| international bpo,voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,1511
